Código,Espécie,Local de pouso,Local de pouso,Sexo,Data da captura,Hora de captura,Temperatura (°C),Umidade (%),Localidade,Latitude,Longitude,Ambiente,Mês,Armadilha,Coletadores,Observações Augusto
PTC 501,Tabaus antarcticus,7E,Perna traseira,F,5/22/2020,17:29,"27,3",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 502,Tabaus antarcticus,7E,Perna traseira,F,5/22/2020,17:30,"27,4",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 503,Tabaus antarcticus,12,Barriga,F,5/22/2020,17:32,"27,3",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 504,Tabaus antarcticus,7E,Perna traseira,F,5/22/2020,17:33,"27,3",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 505,Tabaus antarcticus,6E,Perna dianteira,F,5/22/2020,17:34,"27,3",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 506,Tabaus antarcticus,6D,Perna dianteira,F,5/22/2020,17:35,"27,3",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 507,Tabaus antarcticus,6D,Perna dianteira,F,5/22/2020,17:37,"27,3",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 508,Tabaus antarcticus,6D,Perna dianteira,F,5/22/2020,17:38,"27,2",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 509,Tabaus antarcticus,7D,Perna traseira,F,5/22/2020,17:40,"27,2",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 510,Tabaus antarcticus,5E,Quartela traseira,F,5/22/2020,17:45,"27,2",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 511,Tabaus antarcticus,7D,Perna traseira,F,5/22/2020,17:47,"27,3",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 512,Tabaus antarcticus,7D,Perna traseira,F,5/22/2020,17:48,"27,1",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 513,Tabaus antarcticus,6D,Perna dianteira,F,5/22/2020,17:49,"27,1",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 514,Tabaus antarcticus,12,Barriga,F,5/22/2020,17:50,"27,1",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 515,Tabaus antarcticus,7D,Perna traseira,F,5/22/2020,17:56,"27,1",79,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 516,Tabaus antarcticus,7D,Perna traseira,F,5/22/2020,17:58,"27,1",79,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 517,Tabaus antarcticus,3,Narina,F,5/23/2020,6:20,25,80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 518,Tabaus antarcticus,6E,Perna dianteira,F,5/23/2020,6:52,25,83,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 519,Tabaus antarcticus,7D,Perna traseira,F,5/23/2020,7:02,25,84,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 520,Tabaus antarcticus,7E,Perna traseira,F,5/23/2020,7:11,"25,1",84,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 521,Tabaus antarcticus,6E,Perna dianteira,F,5/23/2020,7:31,"22,1",83,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 522,Tabaus antarcticus,6D,Perna dianteira,F,6/4/2020,7:13,"21,9",81,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,MARLON,
PTC 523,Tabaus antarcticus,6D,Perna dianteira,F,6/4/2020,11:24,"25,4",73,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,MARLON,
PTC 524,Tabaus antarcticus,7E,Perna traseira,F,6/4/2020,11:49,"25,9",72,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,MARLON,
PTC 525,Tabaus antarcticus,6,Perna dianteira,F,6/4/2020,16:07,"27,3",76,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,CAUÃ,
PTC 526,Tabaus antarcticus,1D,Orelha,F,6/4/2020,16:18,"27,5",75,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,CAUÃ,
PTC 527,Tabanus rubripes,6E,Perna dianteira,F,6/4/2020,16:40,"27,3",77,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,CAUÃ,
PTC 528,Tabanus antarcticus,1E,Orelha,F,6/4/2020,17:18,"26,7",80,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,MARLON,
PTC 529,Tabanus antarcticus,1D,Orelha,F,6/4/2020,17:22,"26,5",80,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,MARLON,
PTC 530,Tabanus antarcticus,7E,Perna traseira,F,6/4/2020,17:33,"26,5",80,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,MARLON,
PTC 531,Tabanus occidentalis,6D,Perna dianteira,F,6/4/2020,17:41,"26,3",81,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,MARLON,
PTC 532,Tabanus rubripes,9D,Perna traseira,F,6/4/2020,17:47,"26,2",81,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,MARLON,
PTC 533,Tabanus occidentalis var. dorsovittatus,1E,Orelha,F,6/5/2020,12:20,27,68,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,TALLITA,
PTC 534,Tabanus occidentalis var. modestus,7D,Perna traseira,F,6/5/2020,16:30,"27,5",73,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,TALLITA,
PTC 535,Tabanus occidentalis var. modestus,1E,Orelha,F,6/5/2020,17:05,"27,2",73,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,TALLITA,
PTC 536,Chrysops variegatus,8D,Perna traseira,F,6/5/2020,17:10,"27,2",73,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,TALLITA,
PTC 537,Tabanus antarcticus,1D,Orelha,F,6/5/2020,17:39,"26,5",77,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,TALLITA,
PTC 538,Chrysops variegatus,6E,Perna dianteira,F,6/5/2020,17:40,"26,5",77,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,TALLITA,
PTC 539,Chrysops variegatus,6D,Perna dianteira,F,6/5/2020,17:41,"26,5",77,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,TALLITA,
PTC 540,Leucotabanus albovarius,6E,Perna dianteira,F,6/5/2020,17:43,"26,5",77,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Junho ,Cavalo com puçá,TALLITA,
