Código,Espécie,Sexo,Localidade,Latitude,Longitude,Ambiente,Armadilha,Condição da armadilha,Mês,Data de ligação,Data de reposição do álcool,Data de retirada,Temperatura média (°C),Umidade média (%),Velocidade do vento média (m/s),Chuva média (mm),Pressão média (hPa),Pto. Orvalho média (°C)
TabRO 778,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 779,Tabanus rubripes,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 780,Tabanus rubripes,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 781,Tabanus mucronatus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 782,Diachlorus curvipes,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 783,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 784,Diachlorus curvipes,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 785,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 786,Stypommisa apicalis,F,P3 - Paulo Cabeça,10°17’12.02”S ,63°14’1.42”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 787,Stypommisa apicalis,F,P3 - Paulo Cabeça,10°17’12.02”S ,63°14’1.42”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 788,Tabanus mucronatus,F,P3 - Paulo Cabeça,10°17’12.02”S ,63°14’1.42”W,Mata,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 789,Diachlorus curvipes,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 790,Dichelacera tetradelta,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 791,Chrysops variegatus,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 792,Dichelacera tetradelta,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 793,Dichelacera tetradelta,M,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Pasto,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 794,Tabanus pungens,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Pasto,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 795,Diachlorus curvipes,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 796,Philipotabanus stigmaticalis,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 797,Tabanus antarcticus,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 798,Tabanus mucronatus,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 799,Dichelacera tetradelta,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 800,Diachlorus curvipes,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 801,Tabanus rubripes,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 802,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 803,Tabanus occidentalis var. modestus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 804,Stenotabanus albilinearis,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 805,Tabanus occidentalis var. modestus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 806,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 807,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 808,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 809,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 810,Tabanus occidentalis var. modestus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 811,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 812,Stenotabanus albilinearis,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 813,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 814,Dichelacera tetradelta,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 815,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 816,Dichelacera tetradelta,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 817,Dichelacera tetradelta,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 818,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 819,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 820,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 821,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 822,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 823,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 824,Chrysops variegatus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 825,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 826,Dichelacera tetradelta,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 827,Tabanus mucronatus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 828,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 829,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 830,Dichelacera tetradelta,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 831,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 832,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 833,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 834,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 835,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 836,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 837,Tabanus mucronatus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 838,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi ,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 839,Leucotabanus albovarius,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Pasto,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 840,Tabanus occidentalis,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Pasto,Nzi,Preservada,Dezembro,3 de dezembro de 2019,5 de dezembro de 2019,8 de dezembro de 2019,26.71,83.72,Não consta no inpe,9.016,994.95,23.4
TabRO 841,Leucotabanus exaestuans,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Malaise,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 842,Tabanus occidentalis var. modestus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Malaise,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 843,Dichelacera tetradelta,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 844,Dichelacera tetradelta,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 845,Dichelacera tetradelta,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 846,Tabanus occidentalis var. modestus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 847,Tabanus rubripes,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 848,Dichelacera tetradelta,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Malaise,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 849,Dichelacera tetradelta,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Malaise,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 850,Leucotabanus albovarius,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi ,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 851,Tabanus occidentalis var. dorsovittatus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi ,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 852,Stenotabanus incipiens,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi ,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 853,Leucotabanus albovarius,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi ,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 854,Leucotabanus albovarius,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi ,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 855,Dichelacera tetradelta,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi ,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 856,Tabanus rubripes,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi ,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 857,Leucotabanus albovarius,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi ,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 858,Leucotabanus albovarius,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi ,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 859,Leucotabanus albovarius,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi ,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 860,Tabanus occidentalis var. modestus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi ,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 861,Tabanus rubripes,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi ,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 862,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Malaise,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 863,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 864,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 865,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 866,Tabanus rubripes,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 867,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 868,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 869,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 870,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 871,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 872,Diachlorus curvipes,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 873,Tabanus mucronatus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 874,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 875,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 876,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
